shape,region,seed,arm,recall,delta_recall,outcome,bits_flipped,coverage_bytes,elements_crc_fail,fallbacks,cliff_repaired,oob_restored
miscorrection_word,ids,1083221651,off,0.95035,0.0,tolerated,3,3,,,,
miscorrection_word,ids,1083221651,on,0.95035,0.0,repaired,3,3,0,0,0,1
miscorrection_word,ids,3003157635,off,0.9502700000000001,8e-05,tolerated,3,3,,,,
miscorrection_word,ids,3003157635,on,0.95035,0.0,repaired,3,3,0,0,0,1
miscorrection_word,ids,1666291071,off,,,crash,3,3,,,,
miscorrection_word,ids,1666291071,on,0.95035,0.0,repaired,3,3,0,0,0,1
miscorrection_word,ids,1688328141,off,0.95035,0.0,tolerated,3,2,,,,
miscorrection_word,ids,1688328141,on,0.95035,0.0,tolerated,3,2,0,0,0,0
miscorrection_word,ids,2322015062,off,0.95021,0.00014,tolerated,3,3,,,,
miscorrection_word,ids,2322015062,on,0.95034,1e-05,repaired,3,3,0,0,0,1
miscorrection_word,ids,398633887,off,,,crash,3,2,,,,
miscorrection_word,ids,398633887,on,0.95035,0.0,repaired,3,2,0,0,0,1
miscorrection_word,ids,2098758588,off,0.9503199999999999,3e-05,tolerated,3,3,,,,
miscorrection_word,ids,2098758588,on,0.95035,0.0,repaired,3,3,0,0,0,2
miscorrection_word,ids,4260579408,off,0.95034,1e-05,tolerated,3,3,,,,
miscorrection_word,ids,4260579408,on,0.95035,0.0,repaired,3,3,0,0,0,2
miscorrection_word,ids,673407344,off,0.9502900000000001,6e-05,tolerated,3,3,,,,
miscorrection_word,ids,673407344,on,0.95035,0.0,repaired,3,3,0,0,0,1
